"date","state","si"
2020-03-07,Республика Дагестан,1.7
2020-03-07,Белгородская область,2.1333333333333333
2020-03-07,Тюменская область,2.1
2020-03-07,Республика Карелия,2.5
2020-03-07,Владимирская область,2.12
2020-03-07,Самарская область,2.433333333333333
2020-03-07,Ростовская область,2.036363636363636
2020-03-07,Санкт-Петербург и Ленинградская область,2.269230769230769
2020-03-07,Камчатский край,2.3
2020-03-07,Архангельская область,2.4000000000000004
2020-03-07,Тамбовская область,2.1500000000000004
2020-03-07,Карачаево-Черкесская Республика,1.5
2020-03-07,Оренбургская область,2.35
2020-03-07,Сахалинская область,1.8
2020-03-07,Республика Алтай,1.9
2020-03-07,Ямало-Ненецкий автономный округ,2.5
2020-03-07,Удмуртская Республика,2.275
2020-03-07,Ярославская область,2.35
2020-03-07,Пензенская область,2.2666666666666666
2020-03-07,Кировская область,2.45
2020-03-07,Костромская область,2.2
2020-03-07,Республика Калмыкия,1.9
2020-03-07,Мурманская область,2.733333333333333
2020-03-07,Тульская область,2.1833333333333336
2020-03-07,Республика Ингушетия,0.9
2020-03-07,Воронежская область,2.1500000000000004
2020-03-07,Чеченская Республика,1.5499999999999998
2020-03-08,Республика Бурятия,2.5
2020-03-08,Иркутская область,2.783333333333333
2020-03-08,Астраханская область,2.4
2020-03-08,Республика Северная Осетия — Алания,2.3
2020-03-08,Республика Тыва,1.9
2020-03-08,Кемеровская область (Кузбасс),2.8222222222222224
2020-03-08,Амурская область,2.4333333333333336
2020-03-08,Кабардино-Балкарская Республика,2.2
2020-03-08,Калининградская область,2.4
2020-03-08,Республика Татарстан,2.488888888888889
2020-03-08,Новосибирская область,2.7000000000000006
2020-03-08,Курганская область,2.5
2020-03-08,Смоленская область,2.566666666666667
2020-03-08,Чувашская Республика,2.5999999999999996
2020-03-08,Пермский край,2.757142857142857
2020-03-08,Краснодарский край,1.8799999999999997
2020-03-08,Орловская область,2.6
2020-03-08,Тверская область,2.7
2020-03-08,Саратовская область,2.54
2020-03-08,Новгородская область,2.7
2020-03-08,Томская область,3
2020-03-08,Липецкая область,2.55
2020-03-08,Хабаровский край,2.8
2020-03-08,Ханты-Мансийский автономный округ - Югра,2.8333333333333335
2020-03-08,Республика Коми,3.1333333333333333
2020-03-08,Свердловская область,2.7249999999999996
2020-03-08,Республика Крым,2.55
2020-03-08,Курская область,2.65
2020-03-08,Ульяновская область,2.6500000000000004
2020-03-08,Челябинская область,2.725
2020-03-08,Псковская область,2.7
2020-03-08,Приморский край,2.5200000000000005
2020-03-08,Калужская область,2.4000000000000004
2020-03-08,Красноярский край,2.95
2020-03-08,Республика Адыгея,1.9
2020-03-08,Ивановская область,2.566666666666667
2020-03-08,Волгоградская область,2.4000000000000004
2020-03-08,Республика Марий Эл,2.5
2020-03-08,Ямало-Ненецкий автономный округ,3.05
2020-03-08,Магаданская область,3
2020-03-08,Брянская область,2.5
2020-03-08,Алтайский край,2.925
2020-03-08,Вологодская область,2.75
2020-03-08,Забайкальский край,3.2
2020-03-08,Санкт-Петербург и Ленинградская область,2.5461538461538455
2020-03-08,Республика Саха (Якутия),2.8499999999999996
2020-03-08,Республика Хакасия,2.7
2020-03-08,Омская область,2.7
2020-03-08,Нижегородская область,2.4624999999999995
2020-03-08,Самарская область,2.75
2020-03-08,Ставропольский край,2.0444444444444447
2020-03-08,Тюменская область,2.566666666666667
2020-03-08,Республика Карелия,2.8
2020-03-08,Рязанская область,2.6
2020-03-08,Владимирская область,2.54
2020-03-08,Карачаево-Черкесская Республика,1.9
2020-03-08,Белгородская область,2.3333333333333335
2020-03-08,Республика Дагестан,2.066666666666667
2020-03-08,Республика Мордовия,2.5
2020-03-08,Тамбовская область,2.45
2020-03-08,Оренбургская область,2.7249999999999996
2020-03-08,Сахалинская область,2.6
2020-03-08,Камчатский край,2.8
2020-03-08,Архангельская область,2.6999999999999997
2020-03-08,Ростовская область,2.3181818181818183
2020-03-08,Тульская область,2.6666666666666665
2020-03-08,Москва,2.5136363636363637
2020-03-08,Мурманская область,3.266666666666667
2020-03-08,Удмуртская Республика,2.6
2020-03-08,Пензенская область,2.6
2020-03-08,Кировская область,2.75
2020-03-08,Республика Башкортостан,2.725
2020-03-08,Чеченская Республика,1.65
2020-03-08,Воронежская область,2.4000000000000004
2020-03-08,Еврейская автономная область,2.7
2020-03-08,Республика Ингушетия,1.4
2020-03-08,Республика Калмыкия,2.2
2020-03-08,Костромская область,2.8
2020-03-08,Ярославская область,2.7
2020-03-08,Республика Алтай,2.3
2020-03-09,Смоленская область,2.733333333333333
2020-03-09,Курганская область,2.9
2020-03-09,Карачаево-Черкесская Республика,2.1
2020-03-09,Тверская область,2.85
2020-03-09,Краснодарский край,2.253333333333333
2020-03-09,Орловская область,2.8
2020-03-09,Архангельская область,3.033333333333333
2020-03-09,Республика Коми,3.233333333333333
2020-03-09,Липецкая область,2.8499999999999996
2020-03-09,Хабаровский край,3
2020-03-09,Оренбургская область,3.025
2020-03-09,Сахалинская область,2.7
2020-03-09,Томская область,3.25
2020-03-09,Иркутская область,3.0500000000000003
2020-03-09,Удмуртская Республика,3.0250000000000004
2020-03-09,Пермский край,3.099999999999999
2020-03-09,Республика Бурятия,2.7
2020-03-09,Амурская область,2.7000000000000006
2020-03-09,Костромская область,2.8
2020-03-09,Ярославская область,2.95
2020-03-09,Республика Тыва,2.2
2020-03-09,Республика Ингушетия,1.3
2020-03-09,Чеченская Республика,1.825
2020-03-09,Воронежская область,2.8
2020-03-09,Республика Калмыкия,2.4
2020-03-09,Вологодская область,2.9
2020-03-09,Красноярский край,3.1750000000000003
2020-03-09,Калужская область,2.45
2020-03-09,Приморский край,2.7399999999999998
2020-03-09,Ивановская область,2.7000000000000006
2020-03-09,Республика Адыгея,2.2
2020-03-09,Нижегородская область,2.775
2020-03-09,Еврейская автономная область,3
2020-03-09,Калининградская область,2.4
2020-03-09,Санкт-Петербург и Ленинградская область,2.7
2020-03-09,Республика Крым,2.733333333333333
2020-03-09,Ставропольский край,2.344444444444444
2020-03-09,Республика Мордовия,2.8
2020-03-09,Курская область,2.9000000000000004
2020-03-09,Белгородская область,2.7000000000000006
2020-03-09,Республика Дагестан,2.183333333333333
2020-03-09,Псковская область,3
2020-03-09,Владимирская область,2.6799999999999997
2020-03-09,Республика Карелия,3
2020-03-09,Тюменская область,2.8333333333333335
2020-03-09,Свердловская область,3.0583333333333336
2020-03-09,Самарская область,3.1333333333333333
2020-03-09,Алтайский край,3.1500000000000004
2020-03-09,Челябинская область,3.1
2020-03-09,Рязанская область,2.6
2020-03-09,Омская область,2.9
2020-03-09,Ульяновская область,3.1
2020-03-09,Москва,2.515909090909091
2020-03-09,Брянская область,2.75
2020-03-09,Кабардино-Балкарская Республика,2.45
2020-03-09,Забайкальский край,3.35
2020-03-09,Республика Хакасия,2.9
2020-03-09,Республика Башкортостан,3.108333333333333
2020-03-09,Магаданская область,3.1
2020-03-09,Республика Марий Эл,2.8
2020-03-09,Волгоградская область,2.725
2020-03-09,Кемеровская область (Кузбасс),3.144444444444444
2020-03-09,Республика Северная Осетия — Алания,2.2
2020-03-09,Мурманская область,3.4666666666666663
2020-03-09,Астраханская область,2.6
2020-03-09,Тульская область,2.9333333333333336
2020-03-09,Кировская область,3.0999999999999996
2020-03-09,Пензенская область,2.8000000000000003
2020-03-09,Ямало-Ненецкий автономный округ,3.2
2020-03-09,Республика Татарстан,2.9444444444444446
2020-03-09,Новосибирская область,3
2020-03-09,Республика Саха (Якутия),3
2020-03-09,Республика Алтай,2.5
2020-03-09,Тамбовская область,2.85
2020-03-09,Ханты-Мансийский автономный округ - Югра,3.016666666666667
2020-03-09,Чувашская Республика,2.75
2020-03-09,Камчатский край,3
2020-03-09,Ростовская область,2.7090909090909094
2020-03-09,Новгородская область,3
2020-03-09,Саратовская область,2.8
2020-03-10,Хабаровский край,0.95
2020-03-10,Липецкая область,0.85
2020-03-10,Томская область,1.2
2020-03-10,Республика Коми,1.5333333333333332
2020-03-10,Тверская область,1.0499999999999998
2020-03-10,Санкт-Петербург и Ленинградская область,1.0846153846153848
2020-03-10,Оренбургская область,1.15
2020-03-10,Сахалинская область,0.4
2020-03-10,Краснодарский край,0.7799999999999999
2020-03-10,Орловская область,0.7
2020-03-10,Смоленская область,0.9333333333333332
2020-03-10,Архангельская область,1.3333333333333333
2020-03-10,Курганская область,0.95
2020-03-10,Кемеровская область (Кузбасс),1.3111111111111111
2020-03-10,Пермский край,1.1714285714285715
2020-03-10,Республика Тыва,0.2
2020-03-10,Москва,1.0909090909090908
2020-03-10,Удмуртская Республика,0.9999999999999999
2020-03-10,Амурская область,0.9
2020-03-10,Республика Калмыкия,0.8
2020-03-10,Воронежская область,0.925
2020-03-10,Чеченская Республика,1.25
2020-03-10,Республика Ингушетия,0.2
2020-03-10,Республика Башкортостан,1.3166666666666667
2020-03-10,Республика Бурятия,0.8
2020-03-10,Ярославская область,1.0499999999999998
2020-03-10,Костромская область,1
2020-03-10,Иркутская область,1.2
2020-03-10,Ямало-Ненецкий автономный округ,0.95
2020-03-10,Вологодская область,0.9
2020-03-10,Ивановская область,1.1333333333333335
2020-03-10,Республика Адыгея,0.4
2020-03-10,Красноярский край,1.2874999999999999
2020-03-10,Калужская область,0.6499999999999999
2020-03-10,Приморский край,1.04
2020-03-10,Нижегородская область,0.875
2020-03-10,Республика Саха (Якутия),1.1
2020-03-10,Ставропольский край,0.7888888888888891
2020-03-10,Псковская область,0.8
2020-03-10,Карачаево-Черкесская Республика,0.5
2020-03-10,Курская область,0.95
2020-03-10,Республика Крым,1.3499999999999999
2020-03-10,Владимирская область,1.1
2020-03-10,Республика Дагестан,1.1833333333333333
2020-03-10,Белгородская область,0.8333333333333334
2020-03-10,Республика Мордовия,0.6
2020-03-10,Рязанская область,0.6
2020-03-10,Алтайский край,1.35
2020-03-10,Свердловская область,1.2000000000000002
2020-03-10,Ульяновская область,0.9500000000000001
2020-03-10,Омская область,0.9
2020-03-10,Самарская область,1.1500000000000001
2020-03-10,Челябинская область,1.3
2020-03-10,Республика Карелия,1.1
2020-03-10,Тюменская область,0.8666666666666667
2020-03-10,Ханты-Мансийский автономный округ - Югра,0.9500000000000001
2020-03-10,Республика Хакасия,1
2020-03-10,Забайкальский край,1.55
2020-03-10,Волгоградская область,0.875
2020-03-10,Республика Марий Эл,0.95
2020-03-10,Брянская область,0.9
2020-03-10,Магаданская область,0.6
2020-03-10,Еврейская автономная область,0.9
2020-03-10,Кабардино-Балкарская Республика,1
2020-03-10,Республика Алтай,0.3
2020-03-10,Астраханская область,0.7
2020-03-10,Республика Северная Осетия — Алания,0.9
2020-03-10,Калининградская область,0.7
2020-03-10,Кировская область,1.1
2020-03-10,Пензенская область,0.8000000000000002
2020-03-10,Новосибирская область,1.1333333333333333
2020-03-10,Республика Татарстан,1.0888888888888888
2020-03-10,Тульская область,1.2333333333333334
2020-03-10,Мурманская область,1.6666666666666667
2020-03-10,Чувашская Республика,1
2020-03-10,Ростовская область,1.1363636363636365
2020-03-10,Камчатский край,0.8
2020-03-10,Саратовская область,1.02
2020-03-10,Новгородская область,0.95
2020-03-10,Тамбовская область,0.8
2020-03-11,Челябинская область,1.2625000000000002
2020-03-11,Рязанская область,0.5
2020-03-11,Калининградская область,0.8
2020-03-11,Ульяновская область,1
2020-03-11,Еврейская автономная область,0.9
2020-03-11,Самарская область,1.0833333333333333
2020-03-11,Тюменская область,0.8666666666666667
2020-03-11,Республика Карелия,1.1
2020-03-11,Свердловская область,1.1416666666666668
2020-03-11,Магаданская область,0.6
2020-03-11,Республика Хакасия,0.95
2020-03-11,Республика Марий Эл,0.8
2020-03-11,Волгоградская область,0.875
2020-03-11,Брянская область,0.95
2020-03-11,Забайкальский край,1.5
2020-03-11,Пермский край,1.1142857142857143
2020-03-11,Новосибирская область,1.0666666666666667
2020-03-11,Республика Татарстан,1
2020-03-11,Республика Алтай,0.3
2020-03-11,Ханты-Мансийский автономный округ - Югра,0.9166666666666669
2020-03-11,Тульская область,1.25
2020-03-11,Мурманская область,1.6000000000000003
2020-03-11,Астраханская область,0.7
2020-03-11,Пензенская область,0.7333333333333334
2020-03-11,Кировская область,1
2020-03-11,Камчатский край,0.9
2020-03-11,Новгородская область,0.95
2020-03-11,Саратовская область,1.1
2020-03-11,Карачаево-Черкесская Республика,0.5
2020-03-11,Ростовская область,1.1454545454545455
2020-03-11,Чувашская Республика,0.8
2020-03-11,Тамбовская область,0.8
2020-03-11,Архангельская область,1.3333333333333333
2020-03-11,Ямало-Ненецкий автономный округ,0.8999999999999999
2020-03-11,Сахалинская область,2.2
2020-03-11,Хабаровский край,1
2020-03-11,Липецкая область,1.25
2020-03-11,Оренбургская область,1.175
2020-03-11,Омская область,0.9
2020-03-11,Томская область,1.15
2020-03-11,Республика Саха (Якутия),1.1
2020-03-11,Республика Коми,1.3
2020-03-11,Смоленская область,0.9333333333333332
2020-03-11,Курганская область,0.8500000000000001
2020-03-11,Алтайский край,1.2
2020-03-11,Тверская область,0.95
2020-03-11,Краснодарский край,0.8333333333333334
2020-03-11,Орловская область,0.7
2020-03-11,Ярославская область,1.1
2020-03-11,Республика Тыва,0.1
2020-03-11,Амурская область,0.8666666666666667
2020-03-11,Костромская область,0.8
2020-03-11,Республика Калмыкия,0.7
2020-03-11,Республика Ингушетия,0.2
2020-03-11,Чеченская Республика,1.1749999999999998
2020-03-11,Воронежская область,1.0250000000000001
2020-03-11,Республика Бурятия,0.7
2020-03-11,Иркутская область,1.2000000000000002
2020-03-11,Удмуртская Республика,0.9999999999999999
2020-03-11,Нижегородская область,0.725
2020-03-11,Кабардино-Балкарская Республика,0.85
2020-03-11,Калужская область,0.6
2020-03-11,Красноярский край,1.3
2020-03-11,Приморский край,1.02
2020-03-11,Вологодская область,0.85
2020-03-11,Республика Северная Осетия — Алания,0.8
2020-03-11,Ивановская область,1.0666666666666667
2020-03-11,Республика Адыгея,0.5
2020-03-11,Республика Мордовия,0.6
2020-03-11,Курская область,1
2020-03-11,Белгородская область,0.9333333333333332
2020-03-11,Республика Дагестан,1.1833333333333333
2020-03-11,Республика Башкортостан,1.2500000000000002
2020-03-11,Псковская область,0.9
2020-03-11,Кемеровская область (Кузбасс),1.2555555555555555
2020-03-11,Владимирская область,0.9600000000000002
2020-03-11,Москва,1.0045454545454544
2020-03-11,Республика Крым,1.416666666666667
2020-03-11,Ставропольский край,0.7
2020-03-11,Санкт-Петербург и Ленинградская область,1.0923076923076922
2020-03-12,Ханты-Мансийский автономный округ - Югра,0.8833333333333333
2020-03-12,Карачаево-Черкесская Республика,0.5
2020-03-12,Республика Саха (Якутия),1.1
2020-03-12,Ульяновская область,0.9500000000000001
2020-03-12,Тюменская область,0.8666666666666667
2020-03-12,Республика Карелия,1.2
2020-03-12,Самарская область,1.1666666666666667
2020-03-12,Челябинская область,1.25
2020-03-12,Свердловская область,1.0999999999999999
2020-03-12,Рязанская область,0.6
2020-03-12,Ямало-Ненецкий автономный округ,0.8500000000000001
2020-03-12,Волгоградская область,1
2020-03-12,Республика Марий Эл,0.8500000000000001
2020-03-12,Забайкальский край,1.5
2020-03-12,Брянская область,0.95
2020-03-12,Магаданская область,0.7
2020-03-12,Республика Хакасия,1
2020-03-12,Пермский край,1.1285714285714286
2020-03-12,Пензенская область,0.8666666666666667
2020-03-12,Кировская область,1.05
2020-03-12,Мурманская область,1.5333333333333332
2020-03-12,Республика Татарстан,1.0666666666666667
2020-03-12,Тульская область,1.25
2020-03-12,Новосибирская область,0.9666666666666668
2020-03-12,Республика Алтай,0.2
2020-03-12,Астраханская область,0.7
2020-03-12,Тамбовская область,1
2020-03-12,Республика Башкортостан,1.2666666666666668
2020-03-12,Саратовская область,1.2
2020-03-12,Новгородская область,1.05
2020-03-12,Ростовская область,1.1909090909090911
2020-03-12,Москва,0.9886363636363636
2020-03-12,Кемеровская область (Кузбасс),1.2222222222222223
2020-03-12,Чувашская Республика,0.95
2020-03-12,Камчатский край,1.3
2020-03-12,Тверская область,1
2020-03-12,Сахалинская область,0.3
2020-03-12,Краснодарский край,0.8133333333333332
2020-03-12,Орловская область,0.7
2020-03-12,Оренбургская область,1.125
2020-03-12,Смоленская область,1
2020-03-12,Калининградская область,1
2020-03-12,Архангельская область,1.3333333333333333
2020-03-12,Курганская область,0.8500000000000001
2020-03-12,Омская область,0.8
2020-03-12,Алтайский край,1.2
2020-03-12,Республика Коми,1.3666666666666665
2020-03-12,Еврейская автономная область,0.9
2020-03-12,Липецкая область,1.35
2020-03-12,Хабаровский край,0.95
2020-03-12,Томская область,1.15
2020-03-12,Воронежская область,1.125
2020-03-12,Кабардино-Балкарская Республика,0.8999999999999999
2020-03-12,Чеченская Республика,1.1749999999999998
2020-03-12,Республика Ингушетия,0.2
2020-03-12,Республика Калмыкия,0.9
2020-03-12,Костромская область,0.8
2020-03-12,Иркутская область,1.1833333333333333
2020-03-12,Республика Бурятия,0.7
2020-03-12,Ярославская область,0.95
2020-03-12,Санкт-Петербург и Ленинградская область,1.1538461538461537
2020-03-12,Республика Северная Осетия — Алания,0.9
2020-03-12,Амурская область,0.9666666666666667
2020-03-12,Удмуртская Республика,1.0250000000000001
2020-03-12,Республика Тыва,0.1
2020-03-12,Ивановская область,0.9333333333333332
2020-03-12,Республика Адыгея,0.6
2020-03-12,Нижегородская область,0.8500000000000001
2020-03-12,Калужская область,0.6
2020-03-12,Красноярский край,1.2625
2020-03-12,Приморский край,0.8399999999999999
2020-03-12,Вологодская область,0.85
2020-03-12,Владимирская область,1.02
2020-03-12,Республика Крым,1.3499999999999999
2020-03-12,Республика Дагестан,1.1833333333333333
2020-03-12,Белгородская область,1
2020-03-12,Республика Мордовия,0.6
2020-03-12,Псковская область,0.85
2020-03-12,Ставропольский край,0.7666666666666665
2020-03-12,Курская область,1.0499999999999998
2020-03-13,Забайкальский край,1.6
2020-03-13,Нижегородская область,0.925
2020-03-13,Республика Северная Осетия — Алания,0.8
2020-03-13,Брянская область,0.95
2020-03-13,Кабардино-Балкарская Республика,0.85
2020-03-13,Вологодская область,1
2020-03-13,Республика Хакасия,0.9
2020-03-13,Республика Башкортостан,1.2333333333333336
2020-03-13,Республика Мордовия,0.7
2020-03-13,Республика Дагестан,1.3166666666666667
2020-03-13,Белгородская область,0.9333333333333332
2020-03-13,Владимирская область,1.0599999999999998
2020-03-13,Самарская область,1.1500000000000001
2020-03-13,Республика Карелия,1.1
2020-03-13,Тюменская область,0.8333333333333334
2020-03-13,Пермский край,1.1714285714285715
2020-03-13,Москва,1.1136363636363638
2020-03-13,Рязанская область,0.7
2020-03-13,Еврейская автономная область,1
2020-03-13,Ставропольский край,0.6999999999999998
2020-03-13,Архангельская область,1.3
2020-03-13,Республика Саха (Якутия),1.1
2020-03-13,Тамбовская область,1
2020-03-13,Сахалинская область,0.4
2020-03-13,Оренбургская область,1.075
2020-03-13,Ростовская область,1.0454545454545454
2020-03-13,Камчатский край,0.9
2020-03-13,Санкт-Петербург и Ленинградская область,1.146153846153846
2020-03-13,Костромская область,0.9
2020-03-13,Ярославская область,1.0499999999999998
2020-03-13,Кировская область,1.1
2020-03-13,Пензенская область,0.8333333333333334
2020-03-13,Тульская область,1.3
2020-03-13,Республика Ингушетия,0.4
2020-03-13,Воронежская область,1.05
2020-03-13,Чеченская Республика,1.3
2020-03-13,Республика Калмыкия,0.7
2020-03-13,Мурманская область,1.8666666666666665
2020-03-13,Удмуртская Республика,1.1
2020-03-13,Республика Алтай,0.2
2020-03-13,Омская область,0.8
2020-03-13,Республика Татарстан,1.0555555555555556
2020-03-13,Новосибирская область,0.9666666666666668
2020-03-13,Республика Бурятия,0.7
2020-03-13,Иркутская область,1.1666666666666667
2020-03-13,Астраханская область,0.6
2020-03-13,Республика Тыва,0.1
2020-03-13,Алтайский край,1.1
2020-03-13,Амурская область,0.9333333333333332
2020-03-13,Краснодарский край,0.6866666666666669
2020-03-13,Орловская область,0.7
2020-03-13,Тверская область,1.2000000000000002
2020-03-13,Курганская область,0.8500000000000001
2020-03-13,Смоленская область,1.0999999999999999
2020-03-13,Новгородская область,1.05
2020-03-13,Саратовская область,1.2200000000000002
2020-03-13,Карачаево-Черкесская Республика,0.5
2020-03-13,Томская область,1.1
2020-03-13,Липецкая область,1.4
2020-03-13,Хабаровский край,1.05
2020-03-13,Ямало-Ненецкий автономный округ,0.9
2020-03-13,Республика Коми,1.4000000000000001
2020-03-13,Чувашская Республика,1
2020-03-13,Республика Крым,1.3499999999999999
2020-03-13,Челябинская область,1.2625000000000002
2020-03-13,Ульяновская область,0.9500000000000001
2020-03-13,Калининградская область,0.7
2020-03-13,Ханты-Мансийский автономный округ - Югра,0.8833333333333334
2020-03-13,Свердловская область,1.175
2020-03-13,Псковская область,0.85
2020-03-13,Курская область,1.1
2020-03-13,Кемеровская область (Кузбасс),1.1333333333333335
2020-03-13,Магаданская область,0.6
2020-03-13,Республика Адыгея,0.5
2020-03-13,Ивановская область,0.9666666666666667
2020-03-13,Республика Марий Эл,0.8500000000000001
2020-03-13,Приморский край,0.8400000000000001
2020-03-13,Красноярский край,1.1875
2020-03-13,Калужская область,0.7
2020-03-13,Волгоградская область,0.95
2020-03-14,Республика Хакасия,2.05
2020-03-14,Нижегородская область,2.125
2020-03-14,Брянская область,2.25
2020-03-14,Вологодская область,2.4
2020-03-14,Забайкальский край,2.85
2020-03-14,Рязанская область,2.1
2020-03-14,Владимирская область,2.2399999999999998
2020-03-14,Белгородская область,2.2333333333333334
2020-03-14,Республика Дагестан,1.6666666666666667
2020-03-14,Республика Мордовия,2
2020-03-14,Ямало-Ненецкий автономный округ,2.25
2020-03-14,Санкт-Петербург и Ленинградская область,2.369230769230769
2020-03-14,Ставропольский край,1.7888888888888888
2020-03-14,Республика Карелия,2.7
2020-03-14,Тюменская область,2.1666666666666665
2020-03-14,Пермский край,2.414285714285714
2020-03-14,Самарская область,2.45
2020-03-14,Сахалинская область,1.9
2020-03-14,Камчатский край,3
2020-03-14,Оренбургская область,2.275
2020-03-14,Кемеровская область (Кузбасс),2.2777777777777772
2020-03-14,Калининградская область,2.1
2020-03-14,Ростовская область,2.1727272727272724
2020-03-14,Архангельская область,2.5
2020-03-14,Тамбовская область,2.2
2020-03-14,Республика Калмыкия,1.9
2020-03-14,Чеченская Республика,1.6500000000000001
2020-03-14,Воронежская область,2.325
2020-03-14,Республика Ингушетия,0.9
2020-03-14,Республика Северная Осетия — Алания,1.9
2020-03-14,Ярославская область,2.35
2020-03-14,Республика Алтай,1.7
2020-03-14,Костромская область,2.3
2020-03-14,Мурманская область,2.866666666666667
2020-03-14,Тульская область,2.2666666666666666
2020-03-14,Кировская область,2.4000000000000004
2020-03-14,Пензенская область,2.266666666666666
2020-03-14,Кабардино-Балкарская Республика,1.85
2020-03-14,Удмуртская Республика,2.275
2020-03-14,Амурская область,2.0666666666666664
2020-03-14,Омская область,2.2
2020-03-14,Республика Тыва,1.1
2020-03-14,Новосибирская область,2.1999999999999997
2020-03-14,Республика Татарстан,2.077777777777778
2020-03-14,Иркутская область,2.283333333333333
2020-03-14,Республика Бурятия,2
2020-03-14,Алтайский край,2.375
2020-03-14,Астраханская область,1.8
2020-03-14,Ханты-Мансийский автономный округ - Югра,2.2833333333333337
2020-03-14,Саратовская область,2.54
2020-03-14,Новгородская область,2.45
2020-03-14,Еврейская автономная область,2.3
2020-03-14,Республика Коми,2.6333333333333333
2020-03-14,Республика Башкортостан,2.4083333333333337
2020-03-14,Томская область,2.55
2020-03-14,Хабаровский край,2.2
2020-03-14,Липецкая область,2.5
2020-03-14,Чувашская Республика,2.15
2020-03-14,Курганская область,2.2
2020-03-14,Смоленская область,2.3000000000000003
2020-03-14,Москва,2.0681818181818183
2020-03-14,Краснодарский край,1.7799999999999998
2020-03-14,Орловская область,2.2
2020-03-14,Тверская область,2.55
2020-03-14,Ульяновская область,2.25
2020-03-14,Курская область,2.4000000000000004
2020-03-14,Челябинская область,2.475
2020-03-14,Псковская область,2.5
2020-03-14,Республика Саха (Якутия),2.2
2020-03-14,Свердловская область,2.3749999999999996
2020-03-14,Республика Крым,2.3666666666666667
2020-03-14,Карачаево-Черкесская Республика,1.6
2020-03-14,Волгоградская область,2.25
2020-03-14,Республика Марий Эл,2.05
2020-03-14,Магаданская область,2.4
2020-03-14,Приморский край,2.02
2020-03-14,Красноярский край,2.425
2020-03-14,Калужская область,2
2020-03-14,Республика Адыгея,1.8
2020-03-14,Ивановская область,2.1333333333333333
2020-03-15,Курская область,3.1
2020-03-15,Сахалинская область,2.6
2020-03-15,Оренбургская область,3
2020-03-15,Псковская область,2.95
2020-03-15,Архангельская область,3
2020-03-15,Республика Крым,3.1666666666666665
2020-03-15,Воронежская область,3.05
2020-03-15,Чеченская Республика,2.05
2020-03-15,Республика Ингушетия,1.7
2020-03-15,Республика Калмыкия,2.6
2020-03-15,Костромская область,3
2020-03-15,Ямало-Ненецкий автономный округ,2.95
2020-03-15,Ярославская область,3
2020-03-15,Красноярский край,3.1625
2020-03-15,Калужская область,2.9000000000000004
2020-03-15,Приморский край,2.94
2020-03-15,Удмуртская Республика,2.8999999999999995
2020-03-15,Ивановская область,3
2020-03-15,Республика Адыгея,2.6
2020-03-15,Кемеровская область (Кузбасс),2.9777777777777774
2020-03-15,Республика Тыва,2.2
2020-03-15,Амурская область,2.6999999999999997
2020-03-15,Нижегородская область,3.0125
2020-03-15,Кабардино-Балкарская Республика,2.6500000000000004
2020-03-15,Алтайский край,3.025
2020-03-15,Омская область,2.8
2020-03-15,Республика Бурятия,2.6
2020-03-15,Иркутская область,2.9
2020-03-15,Вологодская область,2.95
2020-03-15,Республика Северная Осетия — Алания,2.8
2020-03-15,Владимирская область,3.04
2020-03-15,Калининградская область,2.7
2020-03-15,Липецкая область,3.2
2020-03-15,Хабаровский край,2.9000000000000004
2020-03-15,Томская область,3.2
2020-03-15,Республика Дагестан,2.1333333333333333
2020-03-15,Белгородская область,3
2020-03-15,Республика Мордовия,2.8
2020-03-15,Республика Коми,3.233333333333333
2020-03-15,Смоленская область,3
2020-03-15,Курганская область,3.05
2020-03-15,Ставропольский край,2.6444444444444444
2020-03-15,Тверская область,3.15
2020-03-15,Орловская область,3
2020-03-15,Краснодарский край,2.58
2020-03-15,Санкт-Петербург и Ленинградская область,2.815384615384615
2020-03-15,Камчатский край,2.9
2020-03-15,Ульяновская область,3
2020-03-15,Ростовская область,2.854545454545454
2020-03-15,Республика Башкортостан,3.0833333333333335
2020-03-15,Челябинская область,3.15
2020-03-15,Свердловская область,3.025
2020-03-15,Тамбовская область,3.1
2020-03-15,Москва,2.8659090909090916
2020-03-15,Еврейская автономная область,3
2020-03-15,Волгоградская область,2.9
2020-03-15,Республика Марий Эл,2.7
2020-03-15,Республика Алтай,2.3
2020-03-15,Магаданская область,3.2
2020-03-15,Тульская область,3.0500000000000003
2020-03-15,Мурманская область,3.533333333333333
2020-03-15,Кировская область,3.05
2020-03-15,Пензенская область,3.0666666666666664
2020-03-15,Республика Хакасия,2.9000000000000004
2020-03-15,Ханты-Мансийский автономный округ - Югра,2.9166666666666665
2020-03-15,Новосибирская область,2.8666666666666667
2020-03-15,Республика Татарстан,2.7666666666666666
2020-03-15,Брянская область,3
2020-03-15,Астраханская область,2.5
2020-03-15,Забайкальский край,3.3
2020-03-15,Рязанская область,3
2020-03-15,Пермский край,2.9857142857142853
2020-03-15,Саратовская область,3.08
2020-03-15,Новгородская область,3
2020-03-15,Республика Саха (Якутия),3
2020-03-15,Карачаево-Черкесская Республика,2.5
2020-03-15,Самарская область,3.0999999999999996
2020-03-15,Республика Карелия,3.1
2020-03-15,Тюменская область,2.8666666666666667
2020-03-15,Чувашская Республика,2.75
2020-03-16,Архангельская область,1.3666666666666665
