"date","state","si"
2020-04-08,Ярославская область,2.8
2020-04-08,Республика Северная Осетия — Алания,2.8
2020-04-08,Костромская область,2.9
2020-04-08,Самарская область,2.8333333333333335
2020-04-08,Республика Калмыкия,3.2
2020-04-08,Республика Ингушетия,2.4
2020-04-08,Воронежская область,2.875
2020-04-08,Чеченская Республика,3.325
2020-04-08,Еврейская автономная область,2.8
2020-04-08,Республика Хакасия,2.3499999999999996
2020-04-08,Архангельская область,3.033333333333333
2020-04-08,Брянская область,3.05
2020-04-08,Оренбургская область,3.1000000000000005
2020-04-08,Сахалинская область,2.3
2020-04-08,Забайкальский край,3
2020-04-08,Ханты-Мансийский автономный округ - Югра,3.033333333333333
2020-04-08,Республика Алтай,1.9
2020-04-08,Ставропольский край,2.677777777777778
2020-04-08,Омская область,3.2
2020-04-08,Республика Мордовия,2.6
2020-04-08,Алтайский край,2.7250000000000005
2020-04-08,Республика Дагестан,3
2020-04-08,Мурманская область,3.4
2020-04-08,Белгородская область,2.6999999999999997
2020-04-08,Тульская область,2.766666666666667
2020-04-08,Кировская область,2.85
2020-04-08,Пензенская область,3.0666666666666664
2020-04-08,Владимирская область,2.9200000000000004
2020-04-08,Камчатский край,2.6
2020-04-08,Вологодская область,2.95
2020-04-08,Ростовская область,2.9454545454545453
2020-04-08,Нижегородская область,2.7625
2020-04-08,Тамбовская область,2.7
2020-04-08,Республика Саха (Якутия),2.85
2020-04-08,Республика Коми,3.466666666666667
2020-04-08,Липецкая область,3
2020-04-08,Хабаровский край,2.5999999999999996
2020-04-08,Томская область,2.65
2020-04-08,Магаданская область,1.9
2020-04-08,Смоленская область,2.6666666666666665
2020-04-08,Курганская область,2.9
2020-04-08,Республика Марий Эл,2.8
2020-04-08,Тверская область,2.7
2020-04-08,Волгоградская область,2.7
2020-04-08,Краснодарский край,3.1933333333333334
2020-04-08,Орловская область,2.6
2020-04-08,Амурская область,2.1999999999999997
2020-04-08,Карачаево-Черкесская Республика,2.6
2020-04-08,Республика Тыва,2
2020-04-08,Свердловская область,2.891666666666666
2020-04-08,Ямало-Ненецкий автономный округ,3.15
2020-04-08,Челябинская область,3.1249999999999996
2020-04-08,Иркутская область,2.75
2020-04-08,Республика Бурятия,3.1
2020-04-08,Ульяновская область,2.8
2020-04-08,Кемеровская область (Кузбасс),2.5777777777777775
2020-04-08,Чувашская Республика,2.8
2020-04-08,Красноярский край,2.7375
2020-04-08,Калужская область,2.75
2020-04-08,Приморский край,2.56
2020-04-08,Ивановская область,2.8333333333333335
2020-04-08,Новгородская область,2.6
2020-04-08,Республика Адыгея,3.2
2020-04-08,Саратовская область,2.9
2020-04-08,Курская область,2.95
2020-04-08,Астраханская область,3
2020-04-08,Республика Башкортостан,3.1583333333333337
2020-04-08,Псковская область,2.8
2020-04-08,Республика Татарстан,3.0666666666666664
2020-04-08,Новосибирская область,2.566666666666667
2020-04-08,Санкт-Петербург и Ленинградская область,2.838461538461538
2020-04-08,Москва,3.065909090909091
2020-04-08,Республика Крым,3.3333333333333335
2020-04-08,Пермский край,3.3285714285714283
2020-04-09,Республика Саха (Якутия),3.0999999999999996
2020-04-09,Удмуртская Республика,2.6
2020-04-09,Самарская область,2.6666666666666665
2020-04-09,Ханты-Мансийский автономный округ - Югра,2.9333333333333336
2020-04-09,Республика Карелия,3.2
2020-04-09,Тюменская область,3.0666666666666664
2020-04-09,Чеченская Республика,3.2
2020-04-09,Воронежская область,2.7500000000000004
2020-04-09,Республика Ингушетия,2.3
2020-04-09,Республика Калмыкия,3.2
2020-04-09,Рязанская область,2.5
2020-04-09,Костромская область,2.8
2020-04-09,Ярославская область,2.65
2020-04-09,Забайкальский край,2.95
2020-04-09,Брянская область,2.95
2020-04-09,Ямало-Ненецкий автономный округ,3.2
2020-04-09,Оренбургская область,3.05
2020-04-09,Сахалинская область,2.2
2020-04-09,Республика Хакасия,2.55
2020-04-09,Архангельская область,3.0999999999999996
2020-04-09,Кировская область,2.75
2020-04-09,Ставропольский край,2.6
2020-04-09,Пензенская область,2.9333333333333336
2020-04-09,Омская область,3.1
2020-04-09,Тульская область,2.6166666666666667
2020-04-09,Мурманская область,3.5
2020-04-09,Владимирская область,2.8400000000000003
2020-04-09,Республика Алтай,2
2020-04-09,Алтайский край,2.675
2020-04-09,Кемеровская область (Кузбасс),2.5333333333333337
2020-04-09,Белгородская область,2.533333333333333
2020-04-09,Республика Дагестан,2.866666666666667
2020-04-09,Республика Мордовия,2.5
2020-04-09,Тамбовская область,2.55
2020-04-09,Вологодская область,2.8499999999999996
2020-04-09,Кабардино-Балкарская Республика,2.7
2020-04-09,Республика Башкортостан,3.1
2020-04-09,Ростовская область,2.890909090909091
2020-04-09,Нижегородская область,2.6750000000000003
2020-04-09,Москва,2.938636363636364
2020-04-09,Камчатский край,2.5
2020-04-09,Республика Северная Осетия — Алания,2.7
2020-04-09,Тверская область,2.5
2020-04-09,Краснодарский край,3.1533333333333338
2020-04-09,Орловская область,2.5
2020-04-09,Калининградская область,2.9
2020-04-09,Смоленская область,2.533333333333333
2020-04-09,Курганская область,2.6500000000000004
2020-04-09,Волгоградская область,2.65
2020-04-09,Хабаровский край,2.4000000000000004
2020-04-09,Липецкая область,2.8
2020-04-09,Томская область,2.65
2020-04-09,Республика Марий Эл,2.7
2020-04-09,Республика Коми,3.4333333333333336
2020-04-09,Магаданская область,2
2020-04-09,Свердловская область,2.841666666666667
2020-04-09,Республика Бурятия,3.1
2020-04-09,Иркутская область,2.733333333333333
2020-04-09,Ульяновская область,2.6500000000000004
2020-04-09,Еврейская автономная область,2.5
2020-04-09,Республика Тыва,2.1
2020-04-09,Санкт-Петербург и Ленинградская область,2.946153846153846
2020-04-09,Амурская область,2.1
2020-04-09,Челябинская область,3.0124999999999997
2020-04-09,Чувашская Республика,2.75
2020-04-09,Ивановская область,2.733333333333333
2020-04-09,Республика Адыгея,3.1
2020-04-09,Карачаево-Черкесская Республика,2.4
2020-04-09,Красноярский край,2.825
2020-04-09,Калужская область,2.6
2020-04-09,Приморский край,2.4200000000000004
2020-04-09,Саратовская область,2.7600000000000002
2020-04-09,Новгородская область,2.6500000000000004
2020-04-09,Республика Крым,3.283333333333333
2020-04-09,Астраханская область,3
2020-04-09,Псковская область,2.7
2020-04-09,Пермский край,3.271428571428572
2020-04-09,Курская область,2.8
2020-04-09,Новосибирская область,2.566666666666667
2020-04-09,Республика Татарстан,2.922222222222222
2020-04-10,Забайкальский край,2.8499999999999996
2020-04-10,Чувашская Республика,2.75
2020-04-10,Брянская область,2.9
2020-04-10,Еврейская автономная область,2.4
2020-04-10,Республика Хакасия,2.45
2020-04-10,Новгородская область,2.6
2020-04-10,Саратовская область,2.78
2020-04-10,Астраханская область,2.9
2020-04-10,Тюменская область,2.8666666666666667
2020-04-10,Республика Карелия,3.1
2020-04-10,Самарская область,2.65
2020-04-10,Республика Башкортостан,2.983333333333333
2020-04-10,Новосибирская область,2.433333333333333
2020-04-10,Республика Татарстан,2.8888888888888893
2020-04-10,Москва,2.9613636363636364
2020-04-10,Рязанская область,2.5
2020-04-10,Тамбовская область,2.55
2020-04-10,Омская область,2.9
2020-04-10,Республика Саха (Якутия),2.95
2020-04-10,Ростовская область,2.772727272727273
2020-04-10,Магаданская область,1.9
2020-04-10,Республика Марий Эл,2.6500000000000004
2020-04-10,Алтайский край,2.5250000000000004
2020-04-10,Волгоградская область,2.55
2020-04-10,Камчатский край,2.5
2020-04-10,Свердловская область,2.65
2020-04-10,Пензенская область,2.8333333333333335
2020-04-10,Кировская область,2.7
2020-04-10,Мурманская область,3.266666666666667
2020-04-10,Санкт-Петербург и Ленинградская область,2.815384615384615
2020-04-10,Тульская область,2.65
2020-04-10,Республика Алтай,1.9
2020-04-10,Челябинская область,2.8125000000000004
2020-04-10,Карачаево-Черкесская Республика,2.4
2020-04-10,Ульяновская область,2.6
2020-04-10,Иркутская область,2.5833333333333335
2020-04-10,Республика Бурятия,2.9
2020-04-10,Ставропольский край,2.522222222222222
2020-04-10,Республика Мордовия,2.6
2020-04-10,Белгородская область,2.4
2020-04-10,Республика Дагестан,2.9000000000000004
2020-04-10,Ямало-Ненецкий автономный округ,3.05
2020-04-10,Владимирская область,2.9
2020-04-10,Амурская область,1.9333333333333336
2020-04-10,Республика Тыва,2.1
2020-04-10,Вологодская область,2.8499999999999996
2020-04-10,Краснодарский край,3.073333333333333
2020-04-10,Орловская область,2.6
2020-04-10,Тверская область,2.45
2020-04-10,Курганская область,2.3499999999999996
2020-04-10,Смоленская область,2.533333333333333
2020-04-10,Республика Коми,3.3333333333333335
2020-04-10,Нижегородская область,2.75
2020-04-10,Томская область,2.7
2020-04-10,Хабаровский край,2.3
2020-04-10,Липецкая область,2.8
2020-04-10,Удмуртская Республика,2.575
2020-04-10,Калининградская область,2.7
2020-04-10,Республика Крым,3.1833333333333336
2020-04-10,Республика Северная Осетия — Алания,2.5
2020-04-10,Костромская область,2.9
2020-04-10,Псковская область,2.5
2020-04-10,Ярославская область,2.75
2020-04-10,Республика Ингушетия,2.4
2020-04-10,Кабардино-Балкарская Республика,2.6
2020-04-10,Чеченская Республика,3.2249999999999996
2020-04-10,Воронежская область,2.6500000000000004
2020-04-10,Ханты-Мансийский автономный округ - Югра,2.75
2020-04-10,Республика Калмыкия,3.1
2020-04-10,Курская область,2.8499999999999996
2020-04-10,Республика Адыгея,3.1
2020-04-10,Ивановская область,2.8333333333333335
2020-04-10,Приморский край,2.16
2020-04-10,Калужская область,2.55
2020-04-10,Красноярский край,2.775
2020-04-10,Кемеровская область (Кузбасс),2.3666666666666667
2020-04-10,Архангельская область,2.966666666666667
2020-04-10,Пермский край,3.1285714285714286
2020-04-10,Оренбургская область,2.9
2020-04-10,Сахалинская область,2
2020-04-11,Ямало-Ненецкий автономный округ,3.6
2020-04-11,Чувашская Республика,3.65
2020-04-11,Республика Хакасия,3
2020-04-11,Саратовская область,3.3199999999999994
2020-04-11,Брянская область,3.5
2020-04-11,Новгородская область,3.45
2020-04-11,Карачаево-Черкесская Республика,2.8
2020-04-11,Забайкальский край,3.3
2020-04-11,Санкт-Петербург и Ленинградская область,3.384615384615384
2020-04-11,Рязанская область,3.3
2020-04-11,Астраханская область,3.3
2020-04-11,Самарская область,3.0833333333333335
2020-04-11,Тюменская область,3.266666666666667
2020-04-11,Республика Карелия,3.7
2020-04-11,Республика Татарстан,3.411111111111111
2020-04-11,Новосибирская область,2.9333333333333336
2020-04-11,Омская область,3.3
2020-04-11,Камчатский край,3.3
2020-04-11,Калининградская область,3.3
2020-04-11,Ростовская область,3.409090909090909
2020-04-11,Волгоградская область,3.125
2020-04-11,Республика Марий Эл,3.5
2020-04-11,Магаданская область,3
2020-04-11,Алтайский край,3.05
2020-04-11,Тамбовская область,3.2
2020-04-11,Кемеровская область (Кузбасс),2.844444444444444
2020-04-11,Свердловская область,3.225000000000001
2020-04-11,Республика Алтай,2.6
2020-04-11,Тульская область,3.1333333333333333
2020-04-11,Ульяновская область,3.2
2020-04-11,Мурманская область,3.8666666666666667
2020-04-11,Челябинская область,3.25
2020-04-11,Пензенская область,3.6
2020-04-11,Кировская область,3.4
2020-04-11,Республика Тыва,2.6
2020-04-11,Ставропольский край,3.144444444444444
2020-04-11,Амурская область,2.533333333333333
2020-04-11,Еврейская автономная область,3
2020-04-11,Республика Бурятия,3.4
2020-04-11,Ханты-Мансийский автономный округ - Югра,3.283333333333333
2020-04-11,Иркутская область,3.1666666666666665
2020-04-11,Владимирская область,3.4
2020-04-11,Республика Дагестан,2.933333333333333
2020-04-11,Белгородская область,3
2020-04-11,Республика Мордовия,3.6
2020-04-11,Республика Северная Осетия — Алания,2.9
2020-04-11,Республика Башкортостан,3.358333333333333
2020-04-11,Томская область,3.5
2020-04-11,Липецкая область,3.4
2020-04-11,Хабаровский край,2.95
2020-04-11,Республика Коми,3.9
2020-04-11,Вологодская область,3.55
2020-04-11,Курганская область,3.05
2020-04-11,Смоленская область,3.1999999999999997
2020-04-11,Москва,3.3931818181818176
2020-04-11,Кабардино-Балкарская Республика,2.9
2020-04-11,Краснодарский край,3.5600000000000005
2020-04-11,Орловская область,3.3
2020-04-11,Тверская область,3.2
2020-04-11,Нижегородская область,3.2375
2020-04-11,Республика Саха (Якутия),3.4000000000000004
2020-04-11,Курская область,3.3499999999999996
2020-04-11,Удмуртская Республика,3.4
2020-04-11,Псковская область,3.4
2020-04-11,Республика Калмыкия,3.5
2020-04-11,Воронежская область,3.2750000000000004
2020-04-11,Чеченская Республика,3.6
2020-04-11,Республика Ингушетия,2.5
2020-04-11,Республика Крым,3.683333333333333
2020-04-11,Ярославская область,3.5
2020-04-11,Костромская область,3.5
2020-04-11,Приморский край,2.7399999999999998
2020-04-11,Калужская область,3.25
2020-04-11,Оренбургская область,3.425
2020-04-11,Пермский край,3.657142857142857
2020-04-11,Сахалинская область,3
2020-04-11,Красноярский край,3.2750000000000004
2020-04-11,Архангельская область,3.4666666666666663
2020-04-11,Республика Адыгея,3.5
2020-04-11,Ивановская область,3.366666666666667
2020-04-12,Республика Мордовия,4
2020-04-12,Белгородская область,3.4333333333333336
2020-04-12,Республика Дагестан,3.1999999999999997
2020-04-12,Республика Тыва,3
2020-04-12,Владимирская область,3.72
2020-04-12,Амурская область,2.9333333333333336
2020-04-12,Республика Саха (Якутия),3.8
2020-04-12,Республика Бурятия,3.8
2020-04-12,Ставропольский край,3.711111111111111
2020-04-12,Карачаево-Черкесская Республика,3.4
2020-04-12,Иркутская область,3.5499999999999994
2020-04-12,Томская область,3.75
2020-04-12,Липецкая область,3.75
2020-04-12,Хабаровский край,3.3
2020-04-12,Республика Коми,4.133333333333333
2020-04-12,Нижегородская область,3.6875
2020-04-12,Краснодарский край,3.6133333333333337
2020-04-12,Орловская область,3.7
2020-04-12,Тверская область,3.45
2020-04-12,Вологодская область,3.75
2020-04-12,Курганская область,3.6
2020-04-12,Смоленская область,3.4333333333333336
2020-04-12,Ярославская область,3.6
2020-04-12,Еврейская автономная область,3.3
2020-04-12,Алтайский край,3.375
2020-04-12,Костромская область,3.8
2020-04-12,Псковская область,3.75
2020-04-12,Республика Калмыкия,3.8
2020-04-12,Курская область,3.7
2020-04-12,Республика Ингушетия,3
2020-04-12,Чеченская Республика,4.0249999999999995
2020-04-12,Воронежская область,3.675
2020-04-12,Республика Крым,4.016666666666667
2020-04-12,Удмуртская Республика,3.65
2020-04-12,Омская область,3.6
2020-04-12,Архангельская область,3.733333333333333
2020-04-12,Москва,3.609090909090909
2020-04-12,Сахалинская область,3.3
2020-04-12,Оренбургская область,3.7249999999999996
2020-04-12,Республика Адыгея,3.8
2020-04-12,Республика Башкортостан,3.6916666666666664
2020-04-12,Ивановская область,3.6333333333333333
2020-04-12,Приморский край,3.0800000000000005
2020-04-12,Красноярский край,3.6125000000000003
2020-04-12,Калужская область,3.55
2020-04-12,Ханты-Мансийский автономный округ - Югра,3.5499999999999994
2020-04-12,Новгородская область,3.8
2020-04-12,Саратовская область,3.9200000000000004
2020-04-12,Республика Хакасия,3.35
2020-04-12,Забайкальский край,3.55
2020-04-12,Калининградская область,3.7
2020-04-12,Чувашская Республика,4.05
2020-04-12,Брянская область,3.75
2020-04-12,Республика Татарстан,3.688888888888888
2020-04-12,Новосибирская область,3.233333333333333
2020-04-12,Кемеровская область (Кузбасс),3.1111111111111107
2020-04-12,Рязанская область,3.7
2020-04-12,Республика Северная Осетия — Алания,3.5
2020-04-12,Астраханская область,3.9
2020-04-12,Самарская область,3.6666666666666665
2020-04-12,Кабардино-Балкарская Республика,3.45
2020-04-12,Республика Карелия,4
2020-04-12,Тюменская область,3.533333333333333
2020-04-12,Магаданская область,3.6
2020-04-12,Ростовская область,3.7
2020-04-12,Республика Марий Эл,3.8
2020-04-12,Камчатский край,3.8
2020-04-12,Санкт-Петербург и Ленинградская область,3.730769230769231
2020-04-12,Ямало-Ненецкий автономный округ,3.8499999999999996
2020-04-12,Волгоградская область,3.7
2020-04-12,Тамбовская область,3.55
2020-04-12,Челябинская область,3.5625
2020-04-12,Республика Алтай,2.8
2020-04-12,Ульяновская область,3.6500000000000004
2020-04-12,Пермский край,3.8571428571428568
2020-04-12,Свердловская область,3.5
2020-04-12,Кировская область,3.9
2020-04-12,Пензенская область,4.166666666666667
2020-04-12,Тульская область,3.4666666666666672
2020-04-12,Мурманская область,4.166666666666667
2020-04-13,Владимирская область,2.7399999999999998
2020-04-13,Иркутская область,2.5
2020-04-13,Республика Бурятия,2.9
2020-04-13,Республика Дагестан,2.6833333333333336
2020-04-13,Белгородская область,2.266666666666667
2020-04-13,Республика Мордовия,2.6
2020-04-13,Калининградская область,2.8
2020-04-13,Амурская область,1.6333333333333335
2020-04-13,Ставропольский край,2.6444444444444444
2020-04-13,Республика Тыва,1.8
2020-04-13,Курганская область,2.25
2020-04-13,Смоленская область,2.4333333333333336
2020-04-13,Нижегородская область,2.6250000000000004
2020-04-13,Краснодарский край,2.68
2020-04-13,Орловская область,2.4
2020-04-13,Тверская область,2.35
2020-04-13,Ханты-Мансийский автономный округ - Югра,2.5500000000000003
2020-04-13,Республика Коми,3.233333333333333
2020-04-13,Вологодская область,2.75
2020-04-13,Кемеровская область (Кузбасс),2.088888888888889
2020-04-13,Томская область,2.55
2020-04-13,Хабаровский край,2.0999999999999996
2020-04-13,Липецкая область,2.7
2020-04-13,Алтайский край,2.4749999999999996
2020-04-13,Воронежская область,2.725
2020-04-13,Чеченская Республика,3.5
2020-04-13,Республика Ингушетия,2.4
2020-04-13,Республика Калмыкия,3.1
2020-04-13,Костромская область,2.7
2020-04-13,Республика Крым,3.1833333333333336
2020-04-13,Ярославская область,2.65
2020-04-13,Курская область,2.65
2020-04-13,Ямало-Ненецкий автономный округ,2.95
2020-04-13,Удмуртская Республика,2.625
2020-04-13,Псковская область,2.45
2020-04-13,Омская область,2.6
2020-04-13,Приморский край,1.9400000000000002
2020-04-13,Сахалинская область,1.8
2020-04-13,Красноярский край,2.6999999999999997
2020-04-13,Оренбургская область,2.75
2020-04-13,Калужская область,2.4
2020-04-13,Республика Адыгея,2.8
2020-04-13,Ивановская область,2.733333333333333
2020-04-13,Архангельская область,2.8666666666666667
2020-04-13,Карачаево-Черкесская Республика,2.3
2020-04-13,Санкт-Петербург и Ленинградская область,2.8538461538461535
2020-04-13,Саратовская область,2.84
2020-04-13,Новгородская область,2.6
2020-04-13,Брянская область,2.75
2020-04-13,Забайкальский край,2.6
2020-04-13,Республика Хакасия,2.3
2020-04-13,Чувашская Республика,2.85
2020-04-13,Республика Саха (Якутия),2.95
2020-04-13,Республика Карелия,3
2020-04-13,Тюменская область,2.566666666666667
2020-04-13,Самарская область,2.5999999999999996
2020-04-13,Новосибирская область,2.233333333333333
2020-04-13,Республика Татарстан,2.966666666666667
2020-04-13,Рязанская область,2.4
2020-04-13,Астраханская область,3.1
2020-04-13,Волгоградская область,2.525
2020-04-13,Республика Марий Эл,2.7
2020-04-13,Республика Северная Осетия — Алания,2.4
2020-04-13,Тамбовская область,2.45
2020-04-13,Магаданская область,1.9
2020-04-13,Кабардино-Балкарская Республика,2.55
2020-04-13,Камчатский край,2.3
2020-04-13,Ростовская область,2.8272727272727276
2020-04-13,Еврейская автономная область,2.2
2020-04-13,Мурманская область,3.3000000000000003
2020-04-13,Тульская область,2.5500000000000003
2020-04-13,Ульяновская область,2.8
2020-04-13,Кировская область,2.7
2020-04-13,Пензенская область,3.1
2020-04-13,Пермский край,3
2020-04-13,Москва,3.084090909090909
2020-04-13,Челябинская область,2.775
2020-04-13,Свердловская область,2.7000000000000006
2020-04-13,Республика Алтай,1.6
2020-04-13,Республика Башкортостан,2.983333333333334
2020-04-14,Смоленская область,2.533333333333333
2020-04-14,Курганская область,2.3499999999999996
2020-04-14,Магаданская область,1.9
2020-04-14,Республика Марий Эл,2.5
2020-04-14,Тверская область,2.45
2020-04-14,Краснодарский край,2.6133333333333337
2020-04-14,Орловская область,2.6
2020-04-14,Волгоградская область,2.4749999999999996
2020-04-14,Хабаровский край,2.3
2020-04-14,Липецкая область,2.6500000000000004
2020-04-14,Томская область,2.45
2020-04-14,Республика Коми,3.2000000000000006
2020-04-14,Республика Бурятия,3
2020-04-14,Иркутская область,2.4499999999999997
2020-04-14,Челябинская область,2.775
2020-04-14,Ульяновская область,2.6
2020-04-14,Республика Тыва,1.9
2020-04-14,Свердловская область,2.6750000000000003
2020-04-14,Амурская область,1.6333333333333335
2020-04-14,Калужская область,2.6
2020-04-14,Красноярский край,2.6
2020-04-14,Приморский край,1.9400000000000002
2020-04-14,Новгородская область,2.6
2020-04-14,Ивановская область,2.6666666666666665
2020-04-14,Алтайский край,2.35
2020-04-14,Республика Адыгея,2.8
2020-04-14,Саратовская область,2.64
2020-04-14,Калининградская область,2.9
2020-04-14,Санкт-Петербург и Ленинградская область,2.838461538461538
2020-04-14,Омская область,2.5
2020-04-14,Чувашская Республика,2.75
2020-04-14,Кабардино-Балкарская Республика,2.5
2020-04-14,Новосибирская область,2.1333333333333333
2020-04-14,Республика Татарстан,2.811111111111111
2020-04-14,Республика Крым,3.1
2020-04-14,Курская область,2.8
2020-04-14,Астраханская область,3
2020-04-14,Еврейская автономная область,2.2
2020-04-14,Республика Северная Осетия — Алания,2.4
2020-04-14,Псковская область,2.5
2020-04-14,Самарская область,2.4000000000000004
2020-04-14,Костромская область,2.7
2020-04-14,Тюменская область,2.6999999999999997
2020-04-14,Республика Карелия,3
2020-04-14,Ярославская область,2.75
2020-04-14,Республика Ингушетия,2.5
2020-04-14,Воронежская область,2.7
2020-04-14,Чеченская Республика,3.375
2020-04-14,Республика Калмыкия,3.1
2020-04-14,Рязанская область,2.4
2020-04-14,Удмуртская Республика,2.6
2020-04-14,Кемеровская область (Кузбасс),2.111111111111111
2020-04-14,Брянская область,2.9
2020-04-14,Архангельская область,2.7999999999999994
2020-04-14,Забайкальский край,2.7
2020-04-14,Сахалинская область,1.8
2020-04-14,Оренбургская область,2.675
2020-04-14,Москва,3.0681818181818183
2020-04-14,Республика Хакасия,2.3
2020-04-14,Республика Башкортостан,3.0250000000000004
2020-04-14,Карачаево-Черкесская Республика,2.3
2020-04-14,Тульская область,2.65
2020-04-14,Республика Мордовия,2.6
2020-04-14,Республика Дагестан,2.6999999999999997
2020-04-14,Белгородская область,2.266666666666667
2020-04-14,Мурманская область,3.3000000000000003
2020-04-14,Владимирская область,2.72
2020-04-14,Пензенская область,2.866666666666667
2020-04-14,Кировская область,2.5
2020-04-14,Республика Саха (Якутия),2.9000000000000004
2020-04-14,Республика Алтай,1.5
2020-04-14,Ставропольский край,2.6222222222222222
2020-04-14,Ханты-Мансийский автономный округ - Югра,2.4833333333333334
2020-04-14,Пермский край,2.9714285714285715
2020-04-14,Нижегородская область,2.5125
2020-04-14,Тамбовская область,2.3
2020-04-14,Вологодская область,2.8
2020-04-14,Камчатский край,2.3
2020-04-14,Ямало-Ненецкий автономный округ,2.9
2020-04-14,Ростовская область,2.7545454545454544
2020-04-15,Республика Коми,3.1333333333333333
2020-04-15,Липецкая область,2.7
2020-04-15,Волгоградская область,2.55
2020-04-15,Хабаровский край,2.0999999999999996
2020-04-15,Томская область,2.3
2020-04-15,Республика Марий Эл,2.45
2020-04-15,Магаданская область,1.8
2020-04-15,Кемеровская область (Кузбасс),2.033333333333333
2020-04-15,Кабардино-Балкарская Республика,2.6
2020-04-15,Тверская область,2.45
2020-04-15,Краснодарский край,2.713333333333333
2020-04-15,Орловская область,2.6
2020-04-15,Республика Северная Осетия — Алания,2.4
2020-04-15,Смоленская область,2.5666666666666664
2020-04-15,Курганская область,2.4
2020-04-15,Санкт-Петербург и Ленинградская область,2.7692307692307696
2020-04-15,Ульяновская область,2.5
2020-04-15,Москва,3.356818181818183
2020-04-15,Амурская область,1.5
2020-04-15,Челябинская область,2.5875
2020-04-15,Республика Тыва,1.7
2020-04-15,Республика Башкортостан,2.85
2020-04-15,Иркутская область,2.3666666666666667
2020-04-15,Свердловская область,2.5833333333333335
2020-04-15,Республика Бурятия,2.9
2020-04-15,Саратовская область,2.6999999999999997
2020-04-15,Новгородская область,2.5
2020-04-15,Алтайский край,2.425
2020-04-15,Чувашская Республика,2.7
2020-04-15,Ивановская область,2.8333333333333335
2020-04-15,Республика Саха (Якутия),2.85
2020-04-15,Республика Адыгея,2.9
2020-04-15,Омская область,2.6
2020-04-15,Калужская область,2.5
2020-04-15,Красноярский край,2.5124999999999997
2020-04-15,Приморский край,1.8800000000000001
2020-04-15,Псковская область,2.55
2020-04-15,Ямало-Ненецкий автономный округ,2.85
2020-04-15,Республика Татарстан,2.6888888888888896
2020-04-15,Новосибирская область,2.1999999999999997
2020-04-15,Курская область,2.8
2020-04-15,Республика Крым,3.4166666666666665
2020-04-15,Астраханская область,3
2020-04-15,Республика Калмыкия,3.1
2020-04-15,Чеченская Республика,3.325
2020-04-15,Воронежская область,2.8000000000000003
2020-04-15,Республика Ингушетия,2.3
2020-04-15,Ярославская область,2.65
2020-04-15,Рязанская область,2.5
2020-04-15,Костромская область,2.8
2020-04-15,Тюменская область,2.6666666666666665
2020-04-15,Республика Карелия,2.9
2020-04-15,Удмуртская Республика,2.4750000000000005
2020-04-15,Самарская область,2.3666666666666667
2020-04-15,Сахалинская область,1.9
2020-04-15,Оренбургская область,2.575
2020-04-15,Республика Хакасия,2.3
2020-04-15,Архангельская область,2.8333333333333335
2020-04-15,Карачаево-Черкесская Республика,2.3
2020-04-15,Ханты-Мансийский автономный округ - Югра,2.516666666666666
2020-04-15,Забайкальский край,2.6
2020-04-15,Брянская область,2.8499999999999996
2020-04-15,Республика Алтай,1.5
2020-04-15,Владимирская область,2.86
2020-04-15,Белгородская область,2.3666666666666667
2020-04-15,Республика Дагестан,2.6833333333333336
2020-04-15,Республика Мордовия,2.7
2020-04-15,Пензенская область,2.9
2020-04-15,Кировская область,2.5
2020-04-15,Ставропольский край,2.577777777777778
2020-04-15,Калининградская область,2.8
2020-04-15,Мурманская область,3.1999999999999997
2020-04-15,Тульская область,2.65
2020-04-15,Ростовская область,2.854545454545455
2020-04-15,Пермский край,2.871428571428571
2020-04-15,Камчатский край,2.3
2020-04-15,Нижегородская область,2.7749999999999995
2020-04-15,Еврейская автономная область,2.1
2020-04-15,Тамбовская область,2.55
2020-04-15,Вологодская область,2.7
2020-04-16,Воронежская область,2.7750000000000004
2020-04-16,Чеченская Республика,3.575
2020-04-16,Кабардино-Балкарская Республика,2.8
2020-04-16,Республика Ингушетия,2.7
2020-04-16,Республика Калмыкия,3.2
2020-04-16,Костромская область,2.8
2020-04-16,Ярославская область,2.65
2020-04-16,Республика Северная Осетия — Алания,2.7
2020-04-16,Приморский край,1.92
2020-04-16,Калужская область,2.65
2020-04-16,Красноярский край,2.6625
2020-04-16,Удмуртская Республика,2.625
2020-04-16,Республика Адыгея,3.1
2020-04-16,Калининградская область,3.1
2020-04-16,Ивановская область,2.733333333333333
2020-04-16,Омская область,2.5
2020-04-16,Курская область,2.95
2020-04-16,Сахалинская область,1.8
2020-04-16,Оренбургская область,2.625
2020-04-16,Псковская область,2.5
2020-04-16,Архангельская область,2.8333333333333335
2020-04-16,Алтайский край,2.4
2020-04-16,Республика Крым,3.3499999999999996
2020-04-16,Владимирская область,2.84
2020-04-16,Ханты-Мансийский автономный округ - Югра,2.4833333333333334
2020-04-16,Республика Коми,3.266666666666667
2020-04-16,Республика Дагестан,2.8833333333333333
2020-04-16,Томская область,2.5
2020-04-16,Белгородская область,2.4
2020-04-16,Хабаровский край,2.0999999999999996
2020-04-16,Липецкая область,2.6500000000000004
2020-04-16,Республика Мордовия,2.6
2020-04-16,Курганская область,2.35
2020-04-16,Ставропольский край,2.7333333333333334
2020-04-16,Смоленская область,2.733333333333333
